Lugar y fecha,Area General de Origen,Area específica de origen,Consecutivo,Destinatario,Cargo,Cuerpo Oficio,Remitente,Cargo,Copias,Elaboración
"Huixquilucan de Degollado, Estado de México, a 08 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/043/03/2021,C.P. EDITH EYEYO DE LA CRUZ,SUBTESORERA DE ADMINISTRACIÓN TRIBUTARIA,"En atención a su oficio TM/STAT/23/2021, de fecha 26 de febrero del año en curso, mediante el cual solicita se proporcione dos accesos VPN a la red Interna del H. Ayuntamiento de Huixquilucan, desde cualquier equipo que no esté dentro de las oficinas administrativas, al respecto me permito informar a Usted, que los Servidores Públicos, C. Rubén Pedroza Granados y la C. Lisbeth Cárdenas Galindo , Adscritos a la Subtesorería a su digno cargo, quedarán como responsables absolutos de las contraseñas (misma que se anexan en sobres cerrados), así mismo se les responsabiliza de cualquier situación que se genere por el mal uso de las cuentas.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 08 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/044/03/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,ENCARGADA DEL DESPACHO DE LA SUBDIRECCIÓN DE PROCESO ADMINISTRTIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Hospedaje de Páginas Web, para el periodo que comprende del 01 al 28 de febrero del año en curso, correspondiente al contrato número DJ/SJC/CT-SERV-78-2019, de igual forma adjunto al presente, factura original con número de folio 0101.",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 08 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/045/03/2020,MTRA. MARÍA TERESA PADRÓN ALVAREZ,"ENCARGADA DEL DESPACHO DE LA SUBDIRECCIÓN DE PROCESO ADMINISTRATIVO INTERNO
P R E S E N T E.
","ENCARGADA DEL DESPACHO DE LA SUBDIRECCIÓN DE PROCESO ADMINISTRATIVO INTERNO
P R E S E N T E.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 08 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/046/03/2020,MTRA. VIANNEY JASSO PADILLA,"SUBDIRECTORA DE RECURSOS
MATERIALES Y ADQUISICIONES
","Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria 1 tarjeta de protección para DSP, por parte de la empresa BJFIT SOLUTIONS S. DE R.L. DE C.V.  en la fecha programada del 09 de febrero del año en curso, correspondiente al contrato pedido número AHU/AD/14/2021 de igual forma adjunto al presente, factura original con número de folio 0099",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 16 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/047/03/2020,MTRA. TERESA GINEZ SERRANO,DIRECTORA GENERAL DE ADMINISTRACIÓN,"En atención a su oficio DGA/SPAI/0320/03/2021, de fecha 12 de marzo del año en curso, mediante el cual la Dirección General de Innovación, manifiesta la intensión de llevar a cabo la actualización de la información del Registro Estatal de Archivos, motivo por el cual solicita la siguiente información:

? Nombre completo de la Subdirección.
Subdirección de Sistemas
? Total, de expedientes existentes en el archivo de trámite 2019
5
? Total, de documentos existentes en el archivo de trámite 2019
2,360
? Total, de expedientes existentes en el archivo de trámite 2020
3
? Total, de documentos existentes en el archivo de trámite 2020
1,019
? Promedio de expedientes que se aperturan mensualmente en el archivo de trámite
3
? ¿En qué soportes se encuentran los documentos de archivo que genera la Subdirección, papel o electrónico?
En papel



? ¿Cómo se realiza la integración de los expedientes de archivo en soporte papel?
Por asunto
? ¿El archivo de trámite cuenta con equipos de cómputo para las actividades archivísticas?
Si
? ¿Señale cuantos equipos de cómputo se destinan para las actividades archivísticas?
1
? ¿El archivo de trámite dispone de mobiliario suficiente y adecuado para el resguardo y conservación de los expedientes?
Si
? ¿Existe alguna política o disposición interna que regule el acceso a los expedientes con información reservada o confidencial en el archivo de trámite?
No

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan, Estado de México, a 10 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No:DGA/SS/047/03/2021,MTRA. MARÍA TERESA PADRÓN ÁLVAREZ,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Con toda atención me permito solicitar a Usted, la terminación anticipada del convenio Modificatorio respecto al contrato DJ/SJC/CT-SERV-78-2019, de fecha 3 de diciembre del 2020, celebrado entre el Ayuntamiento del Municipio de Huixquilucan, Estado de México y la Sociedad BJ FIT Solutions, S. de R.L. de C. V. lo anterior respecto a la cláusula DÉCIMA CUARTA de dicho contrato.

Con el objetivo de modificar la vigencia al día 31 de marzo del año en curso, por así convenir a las acciones y objetivos de esta Subdirección.

Reciba las muestras más sinceras, de mi consideración y respeto.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 16 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/048/03/2020,LIC. ALMA ROCÍO ROJAS PÉREZ,SUBDIRECTORA DE FACTOR HUMANO Y PRODUCTIVIDAD,"En atención a su oficio DGA/SFHP/0091/03/2021, de fecha 05 de marzo del año en curso, mediante el cual solicita efectuar el desbloqueo del correo institucional brambilia.valencia@huixquilucan.gob.mx, debido a que no realizó la actualización de contraseña, al respecto me permito remitir a Usted, en sobre cerrado el correo y la contraseña solicitada.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 24 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/049/03/2021,LIC. KRISTIAN FERNÁNDEZ GALVÁN,"DIRECTOR GENERAL DE DESARROLLO
ECONÓMICO Y EMPRESARIAL
","En atención a su oficio DGDEyE/2021/0027, de fecha 21 de enero del año en curso, mediante el cual solicita cambiar el nombre de usuario de los 3 correos electrónicos Institucionales del Departamento de Empleo a nombre de la C. María del Carmen Domínguez Montoya, C. Ana María Camacho Torres y C. Martha García Cordero, al respecto me permito remitir a Usted, 3 sobres cerrados con los correos y las correcciones correspondientes.",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 16 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/050/03/2020,C. ERIKA LARREGUI NAGUEL,DIRECTORA GENERAL DE ECOLOGÍA Y MEDIO HAMBIENTE,"En atención a su oficio DGEyMA/ZT/035/2021, de fecha 04 de marzo del año en curso, mediante el cual solicita se restablezca la contraseña de la cuenta del correo Institucional a nombre de Jorge Landeros, al respecto me permito remitir a Usted, en sobre cerrado el correo y la contraseña solicitada.",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 16 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/050/03/2020,C. ERIKA LARREGUI NAGUEL,DIRECTORA GENERAL DE ECOLOGÍA Y MEDIO HAMBIENTE,"En atención a su oficio DGEyMA/ZT/035/2021, de fecha 04 de marzo del año en curso, mediante el cual solicita se restablezca la contraseña de la cuenta del correo Institucional a nombre de Jorge Landeros, al respecto me permito remitir a Usted, en sobre cerrado el correo y la contraseña solicitada.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 25 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/051/03/2020,C. JOSÉ MANUEL HERNÁNDEZ VELASCO,DIRECTOR DE GOBIERNO,"En atención a su oficio DG/062/2021, de fecha 04 de marzo del año en curso, mediante el cual solicita la reparación de la computadora con número de inventario HUIX-95-EV-ME-0355, al respecto me permito informar a Usted, que su solicitud ha sido atendida en tiempo y forma.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 26 de febrero de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/052/02/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR HUMANO 
Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted, de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar el Alta laboral del C. Padrón Álvarez Marco Antonio, con categoría de Asistente Administrativo “C”, en el Departamento de Mantenimiento y Soporte Técnico percibiendo un sueldo neto de $11,321.00 (Once Mil Trecientos Veintiún Pesos 00/100 M.N.), en sustitución del C. Padrón Álvarez Oscar Aurelio, a partir de la primera quincena del mes de marzo del año en curso, de igual forma quede exento del registro de asistencia mediante el sistema de lector biométrico, ya que se ha implementado un plan de rotación de personal con la finalidad de brindar una atención oportuna a los reportes en los diferentes inmuebles ubicados tanto en Cabecera Municipal (Palacio Municipal, Edificio Administrativo Huixquilucan, Ex cinema), así como en la Zona Residencial (Pirules, Fresko, San Fernando), entre otros, esto con la finalidad de cumplir con las actividades del puesto que desempeña, toda vez que a así lo requiere esta Subdirección a mi digno cargo.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 26 de febrero de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/053/02/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR HUMANO 
Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted, de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar el Alta laboral de la C. Garnica Piña Josefina Judith, con categoría de Auxiliar Administrativo “A”, en el Departamento de Mantenimiento y Soporte Técnico, percibiendo un sueldo neto de $6,573.00 (Seis Mil Quinientos Setenta y Tres Pesos 00/100 M.N.), en sustitución del C. Díaz Sosa Jorge Luis, a partir de la primera quincena del mes de marzo del año en curso, de igual forma quede exenta del registro de asistencia mediante el sistema de lector biométrico, ya que se ha implementado un plan de rotación de personal con la finalidad de brindar una atención oportuna a los reportes en los diferentes inmuebles ubicados tanto en Cabecera Municipal (Palacio Municipal, Edificio Administrativo Huixquilucan, Ex cinema), así como en la Zona Residencial (Pirules, Fresko, San Fernando), entre otros, esto con la finalidad de cumplir con las actividades del puesto que desempeña, toda vez que a así lo requiere esta Subdirección a mi digno cargo.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 26 de febrero de 2021",Dirección General de Administración ,Subdirección de Sistemas ,"Oficio No: DGA/SS/054/02/2021

",LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR HUMANO 
Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted, de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar el Alta laboral de la C. Rangel Nava Abigail Greet, con categoría de Profesional “C”, en el Departamento de Informática, percibiendo un sueldo neto de $15,114.00 (Quince Mil Ciento Catorce Pesos 00/100 M.N.), a partir de la primera quincena del mes de marzo del año en curso, de igual forma quede exenta del registro de asistencia mediante el sistema de lector biométrico, ya que se ha implementado un plan de rotación de personal con la finalidad de brindar una atención oportuna a los reportes en los diferentes inmuebles ubicados tanto en Cabecera Municipal (Palacio Municipal, Edificio Administrativo Huixquilucan, Ex cinema), así como en la Zona Residencial (Pirules, Fresko, San Fernando), entre otros, esto con la finalidad de cumplir con las actividades del puesto que desempeña, toda vez que a así lo requiere esta Subdirección a mi digno cargo.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 26 de febrero de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/055/02/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR HUMANO 
Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted, de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar la Promoción laboral de la C. Reyes Soto Susana, con número de cobro 197, adscrita al Departamento de Telecomunicaciones, de la categoría Auxiliar de Servicios de Mantenimiento “A”, con un sueldo de $3,851.00 (Tres Mil Ochocientos Cincuenta y Un Pesos 00/100 M.N.) a la categoría de Auxiliar Administrativo “B”, percibiendo un sueldo neto de $3,955.00 (Tres Mil Novecientos Cincuenta y Cinco Pesos 00/100 M.N.) a partir de la primera quincena del mes de marzo del año en curso.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 26 de febrero de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/056/02/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR HUMANO 
Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted, de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar la Baja laboral del C. Díaz Sosa Jorge Luis, con categoría de Auxiliar Administrativo “A”, adscrito al Departamento de Mantenimiento y Soporte Técnico, con un sueldo neto de $6, 573.00 (Seis Mil Quinientos Setenta y Tres Pesos 00/100 M.N.), a partir del 28 febrero del año en curso, toda vez que así lo requiere esta Subdirección a mi digno cargo. 

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 12 de marzo de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/057/03/2021,LIC. ALMA ROCÍO ROJAS PÉREZ,"SUBDIRECTORA DE FACTOR HUMANO 
Y PRODUCTIVIDAD
","Por medio del presente, solicito a Usted, de la manera más atenta, de no existir inconveniente alguno gire sus apreciables instrucciones a efecto de realizar el Aumento de sueldo a partir de la segunda quincena de marzo del año en curso, a la C. Gutiérrez Nava Cecilia Guadalupe, con número de cobro 579, adscrita al Departamento de Informática, perteneciente a esta Subdirección a mi digno cargo, con categoría de Auxiliar Administrativo “B” quien percibe un sueldo de $4,173.00 (Cuatro Mil Ciento Setenta y Tres Pesos 00/100 M.N.), y se solicita ascienda a un sueldo neto quincenal de $6,105.00 (Seis Mil Ciento Cinco Pesos 00/100 M.N.) por el buen desempeño realizado en sus labores.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 06 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,"Oficio No: DGA/SS/058/04/2021

",MTRA. MARÍA TERESA PADRÓN ÁLVAREZ ,"SUBDIRECTORA DE PROCESO 
ADMINISTRATIVO INTERNO
","En respuesta a su oficio DGA/SPAI/031/04/2021, de 05 de abril de 2021 donde solicita el “Informe de Actividades correspondientes al mes de marzo y primer trimestre 2021”, le comento que adjunto al presente encontrará el formato con la información requerida en forma impresa, misma que ya ha sido enviada al correo electrónico proporcionado.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 08 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/059/04/2021,LIC. MARIA JOSE RUEDA BEIRANA ,DIRECTORA DE SERVICIOS CIUDADANOS,"En respuesta a su oficio SHA/DSC/102/10/2020, de 01 de octubre de 2020 donde solicita la “Creación de un sistema electrónico que genere actas”, al respecto me permito informarle que el sistema ya se encuentra en condiciones de uso accediendo a través de la siguiente URL:
http://oficialia-calificadora.jl.serv.net.mx
Al presente se adjunta manual de usuario y credenciales de acceso al sistema. Si requiere una capacitación del sistema favor de solicitarlo con anticipación mencionando el nombre de los participantes, cargo, fecha y hora.
Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 07 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/060/04/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,ENCARGADA DEL DESPACHO DE LA SUBDIRECCIÓN DE PROCESO ADMINISTRATIVO INTERNO ,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Hospedaje de Páginas Web, para el periodo que comprende del 01 al 31 de marzo del año en curso, correspondiente al contrato número DJ/SJC/CT-SERV-78-2019, de igual forma adjunto al presente, factura original con número de folio 0104.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 04 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/061/04/2020,MTRA. MARÍA TERESA PADRÓN ALVAREZ,ENCARGADA DEL DESPACHO DE LA SUBDIRECCIÓN DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Correo Electrónico, para el periodo que comprende del 01 al 31 de marzo del año en curso, correspondiente al contrato número AHU/AD/901/2019, de igual forma adjunto al presente, factura original con número de folio 0105.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 07 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/062/04/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,ENCARGADA DEL DESPACHO DE LA SUBDIRECCIÓN DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Dedicado Premium 100Mbps en el Edificio Administrativo Huixquilucan del 01 al 31 de marzo del año en curso, de igual forma adjunto a la presente factura original.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 07 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/063/04/2021,LIC. REINA JAZMIN RINCÓN MUCIÑO,SUBDIRECTORA DE PROCESO ADMINISTRATIVO INTERNO,"Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Negocio 30 Mbps, en Almacén Municipal del 01 al 31 de marzo del año en curso, de igual forma adjunto a la presente factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 07 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/063/04/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,"ENCARGADA DEL DESPACHO DE LA SUBDIRECCIÓN DE PROCESO 
ADMINISTRATIVO INTERNO
","Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el Servicio de Internet Negocio 30 Mbps, en Almacén Municipal del 01 al 31 de marzo del año en curso, de igual forma adjunto a la presente factura original.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 08 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/064/04/2021,MTRA. MARÍA TERESA PADRÓN ALVAREZ,"SUBDIRECTORA DE PROCESO 
ADMINISTRATIVO INTERNO
","Por medio del presente me permito informar a Usted que a la fecha se ha recibido de manera oportuna y satisfactoria el servicio de Copias Graficas, S.A. de C.V, para el periodo que comprende del 01 al 31 de marzo del año en curso, correspondiente al contrato número DJ/SJC/CT-SERV.76-2019, de igual forma adjunto al presente, factura original con número de folio 7472.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 12 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/065/04/2021,MTRA. VIANNEY JASSO PADILLA,"SUBDIRECTORA DE RECURSOS MATERIALES Y ADQUISICIONES
P R E S E N T E.
","Me refiero al oficio No. DGA/SS/0141/02/2021 con fecha 11 de febrero de 2021, en el que se solicita a la Subdirección de Gobierno Digital se realicen las gestiones necesarias a fin de contar con el dictamen técnico de la Dirección General de Sistema Estatal de Informática sobre la adquisición de Seis licencias para equipos de seguridad del H. Ayuntamiento. Al respecto, le comento que no se ha recibido a la fecha el dictamen correspondiente, y que la vigencia de las licencias que se encuentran actualmente instaladas terminó el día 09 de marzo de 2021.

De conformidad con el Artículo 48 de la Ley De Contratación Pública Del Estado De México y Municipios que a la letra dice “La Secretaría, las entidades, los tribunales administrativos y los ayuntamientos podrán adquirir bienes, arrendar bienes muebles e inmuebles y contratar servicios, mediante adjudicación Directa cuando:”

• IV. Sea urgente la adquisición de bienes, arrendamientos o servicios por estar en riesgo el orden social, la salubridad, la seguridad pública o el ambiente, de alguna zona o región del Estado; se paralicen los servicios públicos; se trate de programas o acciones de apoyo a la población para atender necesidades apremiantes, o concurra alguna causa similar de interés público.

• V. Existan circunstancias que puedan provocar pérdidas o costos adicionales importantes al erario.

Por lo anteriormente expuesto le comento que es menester realizar la contratación a la brevedad posible de las licencias en comento con la finalidad de blindar los sistemas y equipos de cómputo identificados como críticos y prioritarios del Ayuntamiento; ya que, de no contar con las licencias, la exposición de los sistemas 




y equipos de cómputo del Ayuntamiento a diversas vulnerabilidades y ataques informáticos, poniendo a la Institución en una situación susceptible a los siguientes riesgos:

• Robo de información

• Manipulación y alteración externa de datos e información de sistemas críticos como los relacionados con la Tesorería Municipal y la Nomina

• Ataques cibernéticos de diferente orden y naturaleza como lo son: SQL Injection (inyección de código en las bases de datos), Defacement (alteración de páginas web y sistemas), DoS (Denegación de Servicio), DDoS (Denegación distribuida de servicio), ataque del día cero, entre otros.

Agradezco la atención al presente, no sin antes solicitar su amable intervención con el fin de agilizar la contratación referida.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.



A T E N T A M E N T E

",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
"Huixquilucan de Degollado, Estado de México, a 12 de abril de 2021",Dirección General de Administración ,Subdirección de Sistemas ,Oficio No: DGA/SS/066/04/2021,C. HÉCTOR HUGO SALGADO RODRÍGUEZ,SECRETARIO TÉCNICO,"Me refiero al oficio No. DGA/SS/0141/02/2021 con fecha 11 de febrero de 2021, en el que se solicita a la Subdirección de Gobierno Digital se realicen las gestiones necesarias a fin de contar con el dictamen técnico de la Dirección General de Sistema Estatal de Informática sobre la adquisición de Seis licencias para equipos de seguridad del H. Ayuntamiento. Al respecto, le comento que no se ha recibido a la fecha el dictamen correspondiente, y que la vigencia de las licencias que se encuentran actualmente instaladas terminó el día 09 de marzo de 2021.

De conformidad con el Artículo 48 de la Ley De Contratación Pública Del Estado De México y Municipios que a la letra dice “La Secretaría, las entidades, los tribunales administrativos y los ayuntamientos podrán adquirir bienes, arrendar bienes muebles e inmuebles y contratar servicios, mediante adjudicación Directa cuando:”

• IV. Sea urgente la adquisición de bienes, arrendamientos o servicios por estar en riesgo el orden social, la salubridad, la seguridad pública o el ambiente, de alguna zona o región del Estado; se paralicen los servicios públicos; se trate de programas o acciones de apoyo a la población para atender necesidades apremiantes, o concurra alguna causa similar de interés público.

• V. Existan circunstancias que puedan provocar pérdidas o costos adicionales importantes al erario.

Por lo anteriormente expuesto le comento que es menester realizar la contratación a la brevedad posible de las licencias en comento con la finalidad de blindar los sistemas y equipos de cómputo identificados como críticos y prioritarios del Ayuntamiento; ya que, de no contar con las licencias, la exposición de los sistemas 




y equipos de cómputo del Ayuntamiento a diversas vulnerabilidades y ataques informáticos, poniendo a la Institución en una situación susceptible a los siguientes riesgos:

• Robo de información

• Manipulación y alteración externa de datos e información de sistemas críticos como los relacionados con la Tesorería Municipal y la Nomina

• Ataques cibernéticos de diferente orden y naturaleza como lo son: SQL Injection (inyección de código en las bases de datos), Defacement (alteración de páginas web y sistemas), DoS (Denegación de Servicio), DDoS (Denegación distribuida de servicio), ataque del día cero, entre otros.

Agradezco la atención al presente, no sin antes solicitar su amable intervención con el fin de agilizar la contratación referida.

Sin más por el momento, aprovecho la ocasión para enviarle un cordial saludo.



A T E N T A M E N T E
",Mtro. Raúl Quintanar Casillas ,Subdirector de Sistemas,c.c.p. Expediente/ Minutario ,TGS/RQC/*cmr* 
